K,topic,rank,term,weight
5,0,1,python,1.1705645273736351
5,0,2,print,0.7695096808359332
5,0,3,using,0.69060900335617
5,0,4,code,0.657301157082353
5,0,5,file,0.6570128686194238
5,0,6,like,0.6048077871071799
5,0,7,list,0.5904748501564075
5,0,8,string,0.5861562364838772
5,0,9,want,0.536717009679007
5,0,10,use,0.5228042015289618
5,0,11,way,0.5148888023164558
5,0,12,script,0.46513599482786666
5,0,13,text,0.4542862647367824
5,0,14,need,0.45194317473763784
5,0,15,open,0.42790956829886034
5,1,1,py,0.9040928633315672
5,1,2,py line,0.7799986837208541
5,1,3,lib,0.7557854709242717
5,1,4,line,0.7028926572680834
5,1,5,file,0.6908186806124528
5,1,6,packages,0.672547337504626
5,1,7,site packages,0.5119254566358795
5,1,8,python2,0.5102945985074689
5,1,9,site,0.4893825451533735
5,1,10,lib python2,0.4737524787052604
5,1,11,error,0.468315923715926
5,1,12,usr,0.4451122671593961
5,1,13,traceback,0.4012901762490359
5,1,14,import,0.38346031931030106
5,1,15,recent,0.37673537085070485
5,2,1,models,0.9618708388620276
5,2,2,django,0.9576494532271774
5,2,3,model,0.7796620215656036
5,2,4,request,0.539374827834926
5,2,5,user,0.4623072785507213
5,2,6,form,0.45893858706289464
5,2,7,charfield,0.45138476060670135
5,2,8,class,0.4451353840402077
5,2,9,models model,0.4282065386728828
5,2,10,max_length,0.4189796687317618
5,2,11,models charfield,0.40481011805534806
5,2,12,charfield max_length,0.3725541823634755
5,2,13,post,0.34879157858522536
5,2,14,objects,0.34698988546257864
5,2,15,html,0.3373071376412058
5,3,1,self,1.516597324219859
5,3,2,def,0.9024925320113217
5,3,3,class,0.8245963741486368
5,3,4,__init__,0.6139913855420422
5,3,5,__init__ self,0.6030222958856345
5,3,6,def __init__,0.5392815747360931
5,3,7,self self,0.47796196324462803
5,3,8,return,0.4514520393228436
5,3,9,object,0.3862214209451803
5,3,10,print,0.2757873050920822
5,3,11,method,0.24981543176124746
5,3,12,function,0.22114073684813731
5,3,13,import,0.21499179569407395
5,3,14,parent,0.20253318585152455
5,3,15,true,0.19852429662496035
5,4,1,np,0.765546140875655
5,4,2,array,0.7344788800024862
5,4,3,numpy,0.6333041305187164
5,4,4,dataframe,0.6206483393865377
5,4,5,pandas,0.6200379344663969
5,4,6,df,0.5178066439060516
5,4,7,data,0.5086135431923609
5,4,8,column,0.49408536886667037
5,4,9,values,0.48588765505810383
5,4,10,10,0.473386463008479
5,4,11,columns,0.4397241580809181
5,4,12,pd,0.41183557557037914
5,4,13,plot,0.38300979214057107
5,4,14,row,0.3803224766117182
5,4,15,plt,0.37539518022359386
