K,topic,rank,term,weight
3,0,1,python,0.8691405755225409
3,0,2,print,0.7229694828565799
3,0,3,list,0.6902362646642339
3,0,4,like,0.651678995868263
3,0,5,data,0.5997884936128812
3,0,6,code,0.5839187132481984
3,0,7,want,0.5619830446584241
3,0,8,using,0.5581465277645675
3,0,9,way,0.510330054707407
3,0,10,function,0.4807516671782076
3,0,11,string,0.4783880054825716
3,0,12,value,0.4290934717371286
3,0,13,use,0.42658679653712933
3,0,14,file,0.4125611542534543
3,0,15,values,0.41207718470829796
3,1,1,py,0.874130209587789
3,1,2,file,0.7506775670949256
3,1,3,py line,0.6998647056680276
3,1,4,line,0.685692543687748
3,1,5,lib,0.6680179550367977
3,1,6,packages,0.5919353068202279
3,1,7,error,0.48528183371301903
3,1,8,python2,0.4465024756989279
3,1,9,site packages,0.4462047275368672
3,1,10,site,0.44211090320457486
3,1,11,import,0.42265843847133105
3,1,12,lib python2,0.4084976377306805
3,1,13,usr,0.4031232532431739
3,1,14,python,0.386491686320131
3,1,15,traceback,0.3670427347259202
3,2,1,self,1.1130332716608404
3,2,2,class,0.9017789031327915
3,2,3,def,0.6755177220043531
3,2,4,models,0.6503068379427808
3,2,5,django,0.626759026197046
3,2,6,model,0.5610732117566272
3,2,7,return,0.4756586480524843
3,2,8,request,0.4497125094283088
3,2,9,user,0.3904753002104505
3,2,10,true,0.36886815511052645
3,2,11,__init__,0.36631980866367597
3,2,12,__init__ self,0.3573099884014999
3,2,13,form,0.35712854986860565
3,2,14,object,0.34197482640119053
3,2,15,def __init__,0.3264790222959428
