K,topic,rank,term,weight
17,0,1,python,2.0041487119991768
17,0,2,script,1.16001798541251
17,0,3,using,1.0607909365146952
17,0,4,run,1.0116255994392702
17,0,5,use,0.9070282125304776
17,0,6,module,0.8882174285461528
17,0,7,install,0.8618894094660731
17,0,8,command,0.7833107685258269
17,0,9,windows,0.7121371617102763
17,0,10,way,0.6816807238271446
17,0,11,like,0.6739932338199819
17,0,12,running,0.670286829459524
17,0,13,python script,0.661914924682736
17,0,14,installed,0.6282276200286974
17,0,15,need,0.5612257342159616
17,1,1,py line,0.9206721615455884
17,1,2,lib,0.891708751228941
17,1,3,py,0.809548726551413
17,1,4,packages,0.7727814578639333
17,1,5,line,0.7596216873420257
17,1,6,python2,0.614439930058862
17,1,7,site packages,0.6019783991320302
17,1,8,file,0.5913352844447565
17,1,9,lib python2,0.5854918754679689
17,1,10,site,0.5361005254140968
17,1,11,usr,0.5002745395019409
17,1,12,traceback,0.4583359507641385
17,1,13,traceback recent,0.43112251526605505
17,1,14,recent,0.4303257069936267
17,1,15,file usr,0.42617826408269677
17,2,1,models,1.382985618754495
17,2,2,model,1.1025793462145224
17,2,3,models model,0.6831283407917371
17,2,4,charfield,0.6583012852687788
17,2,5,models charfield,0.6435091479072247
17,2,6,max_length,0.6419500180632524
17,2,7,class,0.5825278295131355
17,2,8,charfield max_length,0.5817482616393097
17,2,9,foreignkey,0.5093910451559777
17,2,10,models foreignkey,0.4690716220468091
17,2,11,true,0.45912470397696103
17,2,12,django,0.44800777059780805
17,2,13,field,0.3690949042581584
17,2,14,blank,0.3538744058928904
17,2,15,objects,0.3493192514875554
17,3,1,self,1.6709420777218118
17,3,2,class,0.9807035161264547
17,3,3,def,0.8557252707002191
17,3,4,__init__,0.6962045505791314
17,3,5,__init__ self,0.6697815538372491
17,3,6,def __init__,0.612751953994576
17,3,7,self self,0.5379006859287616
17,3,8,object,0.47295617149988045
17,3,9,return,0.3740764145022153
17,3,10,method,0.291929431917053
17,3,11,object def,0.2397983700976536
17,3,12,instance,0.23486245117157997
17,3,13,self return,0.2192599087360036
17,3,14,super,0.2178492904046333
17,3,15,return self,0.21151462124885656
17,4,1,dataframe,1.7368182111411583
17,4,2,pandas,1.6274456949497822
17,4,3,df,1.4254910073212756
17,4,4,column,1.0831511223789692
17,4,5,pd,1.076769400034993
17,4,6,columns,1.049999749806024
17,4,7,index,0.6426786689001884
17,4,8,row,0.6122512001809801
17,4,9,pandas dataframe,0.5973180054029196
17,4,10,data,0.5926894229477377
17,4,11,rows,0.553638027020064
17,4,12,pd dataframe,0.5530327529678961
17,4,13,nan,0.474257037094508
17,4,14,csv,0.44771183369851747
17,4,15,values,0.43955376244143113
17,5,1,array,1.7680369138665584
17,5,2,numpy,1.3975413632753435
17,5,3,np,1.2941461084611767
17,5,4,numpy array,0.5533566465948907
17,5,5,np array,0.4924601530311338
17,5,6,arrays,0.4720909890771956
17,5,7,matrix,0.42583773742492964
17,5,8,shape,0.4075336140567057
17,5,9,import numpy,0.36856354990592055
17,5,10,numpy np,0.3432970183771004
17,5,11,dtype,0.2854661681861183
17,5,12,zeros,0.26823107553028414
17,5,13,scipy,0.26223280119774384
17,5,14,2d,0.2535854113208558
17,5,15,values,0.22273473439661798
17,6,1,url,1.4231977312835853
17,6,2,page,0.5889016819845977
17,6,3,requests,0.5733428496499073
17,6,4,beautifulsoup,0.5610840915678477
17,6,5,soup,0.5195937702166951
17,6,6,html,0.4723246374242081
17,6,7,urllib2,0.46973285843046714
17,6,8,response,0.4687629105869461
17,6,9,url url,0.4503757876631776
17,6,10,content,0.402580764634977
17,6,11,text,0.39825531856383967
17,6,12,urllib,0.35672906541569577
17,6,13,urlopen,0.35546163151997023
17,6,14,link,0.35176351427832125
17,6,15,json,0.34067394689450103
17,7,1,request,1.226034530581584
17,7,2,form,1.1622193391336817
17,7,3,post,0.9116289631011322
17,7,4,html,0.6519215876158039
17,7,5,forms,0.5994805382962305
17,7,6,return,0.5395990172417401
17,7,7,user,0.5071286856937991
17,7,8,request post,0.44013551567563286
17,7,9,view,0.41029004043424483
17,7,10,views,0.34140118315586765
17,7,11,method,0.32476580612957656
17,7,12,render,0.3169556909513393
17,7,13,def,0.3121514701143851
17,7,14,username,0.30891111587061243
17,7,15,request method,0.30842160836613586
17,8,1,file,1.5510216440538525
17,8,2,open,0.8977857398105358
17,8,3,files,0.7424777787669194
17,8,4,os,0.7140049971728911
17,8,5,txt,0.6596944333539738
17,8,6,csv,0.6117166480401018
17,8,7,path,0.5890304981371551
17,8,8,line,0.5783725830247419
17,8,9,read,0.510984892339981
17,8,10,write,0.49135681953497096
17,8,11,filename,0.41086807100180994
17,8,12,os path,0.4039992655505732
17,8,13,text file,0.34081502532123215
17,8,14,directory,0.3400721274841396
17,8,15,import,0.3365140466533738
17,9,1,print,1.2404654731146847
17,9,2,input,0.7260144771143581
17,9,3,int,0.5682427414655442
17,9,4,number,0.5590621965156053
17,9,5,def,0.5237113017713648
17,9,6,range,0.5177608962448604
17,9,7,code,0.485408276046147
17,9,8,return,0.4789929882335083
17,9,9,function,0.46290301857010335
17,9,10,enter,0.4396629185764396
17,9,11,len,0.4027231542810038
17,9,12,program,0.3597406078446718
17,9,13,loop,0.3438303742430607
17,9,14,str,0.3291651587508105
17,9,15,elif,0.30645858264207676
17,10,1,tkinter,0.8149698770757725
17,10,2,button,0.7252002538592714
17,10,3,text,0.6759925835753497
17,10,4,image,0.5995461899977921
17,10,5,label,0.5435676303240399
17,10,6,window,0.5227997361203879
17,10,7,tk,0.5204615810978619
17,10,8,root,0.4964930047715566
17,10,9,grid,0.4674014469414101
17,10,10,pygame,0.4590923912524221
17,10,11,frame,0.4544705914179747
17,10,12,width,0.4384781058102398
17,10,13,pack,0.4318316708474557
17,10,14,event,0.3862665905047572
17,10,15,height,0.37552422074609315
17,11,1,django,1.5728109833957993
17,11,2,settings,0.5357257913502843
17,11,3,django contrib,0.5038959156019893
17,11,4,contrib,0.4975648714588738
17,11,5,admin,0.49154110309771454
17,11,6,urls,0.47236691993167307
17,11,7,py,0.47134926522846066
17,11,8,app,0.4045996243272362
17,11,9,views,0.4014535359942413
17,11,10,template,0.36991856034404214
17,11,11,url,0.34536829275054953
17,11,12,project,0.33994963063109024
17,11,13,auth,0.28681280502310696
17,11,14,static,0.2845400126002558
17,11,15,settings py,0.270180744043991
17,12,1,server,0.8420469135285876
17,12,2,socket,0.6102312686946921
17,12,3,connection,0.5591589549890316
17,12,4,database,0.559013423651506
17,12,5,connect,0.5578190844273849
17,12,6,db,0.5434506003246311
17,12,7,client,0.5370751798524523
17,12,8,cursor,0.4618739549707104
17,12,9,data,0.4524050111270835
17,12,10,port,0.4479905284120377
17,12,11,send,0.43042106527290586
17,12,12,host,0.3898171282423578
17,12,13,query,0.3829890065768279
17,12,14,mysql,0.37397744848609116
17,12,15,execute,0.3732327660194146
17,13,1,00,0.8245699725625378
17,13,2,12,0.5895662029407743
17,13,3,10,0.5889688377336241
17,13,4,01,0.5589965998408225
17,13,5,11,0.536873255925077
17,13,6,datetime,0.46776827941609384
17,13,7,00 00,0.46318624488126037
17,13,8,date,0.4619966156123975
17,13,9,15,0.46080808285385566
17,13,10,13,0.4405424364605674
17,13,11,14,0.3933242703878973
17,13,12,02,0.38761075039219756
17,13,13,20,0.3751684893166808
17,13,14,30,0.35625030514088274
17,13,15,16,0.35063306093512825
17,14,1,plt,1.025788372428762
17,14,2,plot,0.9487326929755937
17,14,3,matplotlib,0.932141076713855
17,14,4,ax,0.44959505985814235
17,14,5,pyplot,0.41494785682405755
17,14,6,fig,0.4127805147874608
17,14,7,import matplotlib,0.40093066918186837
17,14,8,figure,0.38650575562947
17,14,9,matplotlib pyplot,0.36216057730934653
17,14,10,axis,0.3409286235926484
17,14,11,pyplot plt,0.3363950012744725
17,14,12,import,0.3135576384730065
17,14,13,color,0.3036932423102621
17,14,14,np,0.2939005008053472
17,14,15,plt figure,0.2596385660779385
17,15,1,list,1.7588447320281304
17,15,2,dictionary,0.6349537953792437
17,15,3,value,0.5755002653675266
17,15,4,lists,0.5379619923877204
17,15,5,values,0.49352362196716576
17,15,6,key,0.4897377617089395
17,15,7,like,0.4059458964503612
17,15,8,item,0.4044969307108025
17,15,9,want,0.389350837304909
17,15,10,element,0.36955264275520855
17,15,11,way,0.3606716719354447
17,15,12,elements,0.33387212593174964
17,15,13,items,0.32728831866702573
17,15,14,keys,0.30528709752366845
17,15,15,dict,0.3051055641581167
17,16,1,string,1.7546288538662482
17,16,2,regex,0.5590951198197032
17,16,3,strings,0.47030131287287347
17,16,4,characters,0.4625401569392136
