K,topic,rank,term,weight
16,6,6,html,0.48498968799227726
16,6,7,text,0.46317090802598704
16,6,8,urllib2,0.46034135358321204
16,6,9,response,0.44947953461221735
16,6,10,url url,0.44154694736167033
16,6,11,content,0.40180753351501175
16,6,12,link,0.3515625378771399
16,6,13,urllib,0.35147542887063216
16,6,14,urlopen,0.3497581852650898
16,6,15,json,0.32364020425780593
16,7,1,request,1.224065604997071
16,7,2,form,1.1403177348105225
16,7,3,post,0.905264939803917
16,7,4,html,0.6385570220293831
16,7,5,forms,0.5870324148429719
16,7,6,return,0.5356211217089346
16,7,7,user,0.49882084965562995
16,7,8,request post,0.4342716999396573
16,7,9,view,0.4070304965014626
16,7,10,views,0.33919667858761865
16,7,11,method,0.3206572401738532
16,7,12,render,0.3123948963184798
16,7,13,def,0.3098179498648955
16,7,14,username,0.305223632823257
16,7,15,request method,0.3046137650240869
16,8,1,file,1.563199313411538
16,8,2,open,0.9047402874513867
16,8,3,files,0.7168805350318651
16,8,4,txt,0.677826151131377
16,8,5,os,0.6607867522690248
16,8,6,line,0.6239838211785118
16,8,7,csv,0.6095052143676482
16,8,8,path,0.5420432837531507
16,8,9,read,0.5259134814904596
16,8,10,write,0.5048046969662315
16,8,11,filename,0.4044254145993272
16,8,12,text,0.3860248536027261
16,8,13,os path,0.37549302274687035
16,8,14,text file,0.3733665408349791
16,8,15,close,0.31948756108601833
16,9,1,print,1.2238865677745077
16,9,2,input,0.7323372503933007
16,9,3,int,0.5626896231011645
16,9,4,number,0.5592566897619903
16,9,5,range,0.5169100929684424
16,9,6,def,0.5040640052399399
16,9,7,code,0.4845638971087825
16,9,8,return,0.4694570279458947
16,9,9,function,0.4430487989844604
16,9,10,enter,0.4320443122219563
16,9,11,len,0.4036168947540388
16,9,12,str,0.3565467932568942
16,9,13,program,0.34948318121380045
16,9,14,loop,0.3351946090991661
16,9,15,elif,0.29810847355465164
16,10,1,tkinter,0.8002831037467892
16,10,2,button,0.7122699319666863
16,10,3,text,0.6665344705862325
16,10,4,image,0.5918095914839874
16,10,5,label,0.5338454093398964
16,10,6,window,0.5139514764666856
16,10,7,tk,0.5106329545496873
16,10,8,root,0.48684513886478803
16,10,9,grid,0.4589043548122201
16,10,10,pygame,0.45343462306662685
16,10,11,frame,0.44608385927772887
16,10,12,width,0.4321491076453126
16,10,13,pack,0.4239810901123261
16,10,14,event,0.3811626928623136
16,10,15,height,0.3697347963777353
16,11,1,django,1.4941656869350977
16,11,2,settings,0.5151711479992008
16,11,3,django contrib,0.4801706847539486
16,11,4,contrib,0.4741656605470249
16,11,5,admin,0.46805141838847264
16,11,6,py,0.45705830642315365
16,11,7,urls,0.45112233440997834
16,11,8,app,0.3918812285869674
16,11,9,views,0.38102075400698027
16,11,10,template,0.35203030420598513
16,11,11,url,0.33213272698115937
16,11,12,project,0.32746398980420355
16,11,13,static,0.2751032986014612
16,11,14,auth,0.2729070899341439
16,11,15,settings py,0.25930338917916096
16,12,1,server,0.785426592314685
16,12,2,socket,0.5634963277313919
16,12,3,connection,0.5138045088886095
16,12,4,connect,0.5105265461729647
16,12,5,database,0.5082132082322001
16,12,6,client,0.4997993247983614
16,12,7,db,0.49404317069051923
16,12,8,data,0.4220814440208078
16,12,9,cursor,0.4174290085592709
16,12,10,port,0.41337258103788493
16,12,11,send,0.40144476606776386
16,12,12,host,0.3580117589233071
16,12,13,query,0.3470808728264716
16,12,14,mysql,0.3388388026098873
16,12,15,execute,0.33830899924333685
16,13,1,00,0.8282446928014052
16,13,2,10,0.597307209732996
16,13,3,12,0.5942806611906017
16,13,4,01,0.5614689461101281
16,13,5,11,0.5413438575529013
16,13,6,datetime,0.4730399411357669
16,13,7,date,0.4667958788190464
16,13,8,00 00,0.4648259065960424
16,13,9,15,0.46413881258782363
16,13,10,13,0.4430994589098591
16,13,11,14,0.3965148910282786
16,13,12,02,0.3891587895719453
16,13,13,20,0.37920345595341004
16,13,14,30,0.35953579161645066
16,13,15,16,0.35315678879759643
16,14,1,plt,1.105437784619528
16,14,2,plot,1.0223647529681124
16,14,3,matplotlib,1.0044141009967746
16,14,4,ax,0.48447508834777325
16,14,5,pyplot,0.44723196600345166
16,14,6,fig,0.4448414538798827
16,14,7,import matplotlib,0.4321050150604802
16,14,8,figure,0.4161326152909137
16,14,9,matplotlib pyplot,0.3903211586983674
16,14,10,axis,0.36729708404744604
16,14,11,pyplot plt,0.36254728269547615
16,14,12,import,0.3395111867240504
16,14,13,color,0.32684758621591586
16,14,14,np,0.31593372601641506
16,14,15,plt figure,0.2798099823702363
16,15,1,list,1.505339308406866
16,15,2,string,0.6245310229743817
16,15,3,dictionary,0.5418068901108164
16,15,4,like,0.5219726168220045
16,15,5,value,0.5093926490637384
16,15,6,want,0.46607132045341165
16,15,7,lists,0.45118154220549855
16,15,8,way,0.44970991991805864
16,15,9,values,0.4252248057701998
16,15,10,key,0.4162789986601254
16,15,11,python,0.34481764834040735
16,15,12,item,0.3339286270647674
16,15,13,example,0.3281278253642798
16,15,14,element,0.3226168440290531
16,15,15,strings,0.2917805159918047
