Id,dominant_topic,topic_weight
28086865,0,0.4224631755802951
39663117,4,0.9204797439836536
37259168,8,0.780710916479585
22412231,8,0.4812886131249708
25090735,7,0.48395645095318546
25279059,1,0.4886940598357804
22719224,9,0.33361993284475605
7549662,3,0.4870880782308964
28233633,12,0.23743914976869882
40091963,4,0.7286452451965107
1366274,6,0.36838770567152196
1751959,1,0.4580426817624481
11596423,12,0.49793243393773207
23042962,9,0.6208191169443673
4638806,10,0.23897258019356538
4585692,11,0.40450510411783247
39397720,11,0.2777986310463847
35880247,11,0.5674920728307786
32969757,2,0.44064096307452455
2323080,6,0.275275328350646
32535816,9,0.41471636171505266
20383151,3,0.6249596128691206
3610071,11,0.43136596073268246
13596408,11,0.7625789684369235
39970303,11,0.4547964978474617
38164587,11,0.5455280270957373
19094441,5,0.8299238709128404
26077231,4,0.39537954053313795
39066567,4,0.3425608605581663
27462337,11,0.2858408441077249
22865573,12,0.4190243993106648
22739592,5,0.42349590323058056
23785155,11,0.41671827851760895
39231607,1,0.4889284604810874
39518350,1,0.43120936600090704
25571861,3,0.44023602489213626
31614866,0,0.8224805480806072
15745418,6,0.35970726733421
15900883,6,0.5162761278227119
32023183,1,0.6226823903864002
39549494,1,0.7032074074144432
38895185,2,0.8682495288856923
35792905,11,0.8110372176705949
17717282,11,0.43849974345091164
11040626,4,0.8477670128753545
36747114,12,0.4735850028331659
3695202,8,0.24588820310781714
29552575,5,0.6893105682282206
21058514,9,0.31676503940567324
33769143,12,0.5577762234420119
6239042,6,0.4942305153279163
13144158,11,0.8717776080015454
34278866,8,0.37831773403527014
26080958,11,0.4843716552176458
5834054,9,0.3204483722692565
25705544,9,0.39818060309150444
27542341,9,0.7815216912907961
38316294,5,0.40225317268819855
20110006,9,0.42965876437645917
33127008,8,0.3166055633854174
18596189,0,0.38178776111824636
2483840,11,0.5422122676737343
20803932,12,0.331968019165411
4848965,3,0.33646490466184176
27056575,0,0.7820857119366473
8701419,10,0.5664837986586653
4690155,3,0.36060383035164256
26673267,2,0.5598372309311128
32463870,0,0.6345641303524641
36908926,9,0.6763005187647214
19472499,11,0.31321434236239226
38780122,1,0.47474448049441786
37015876,12,0.4927644000328466
12030085,11,0.4234145308289265
29859761,9,0.3724285679813422
33753832,11,0.7386736392802891
4676973,10,0.8475521476187616
39111903,0,0.4054308585108348
27177212,6,0.8031728239295937
22108306,0,0.4651152090898081
38792077,7,0.32269030902715057
32589767,11,0.2885455962197337
3402694,1,0.3459561726120815
35942081,11,0.3502588088524424
26753268,5,0.7244363276733077
26487648,11,0.49548375831909097
19338748,3,0.6364609923129604
19111047,11,0.662695781897243
13980656,12,0.4255826958530305
30849351,0,0.582565243104378
33655933,12,0.6712409981245145
13163895,6,0.3095339474335658
13356680,0,0.36406530712490126
16991754,8,0.5140444794199759
18380766,10,0.7793996306568339
5522524,8,0.6634627591044736
39521924,7,0.44553873417310663
36795424,3,0.510231010911302
19665125,9,0.3831555587587064
33792478,1,0.5704880270081304
4054254,11,0.47473586318603106
25109001,9,0.5540195682092506
2631311,11,0.495321675164731
843277,0,0.30435670692981226
38879470,9,0.8769303450440938
32906669,11,0.995754507781025
23873048,9,0.33859680885268323
31350589,8,0.5013745138098986
37730751,9,0.7285564476714388
11816236,8,0.33652720097474065
11376381,5,0.33131800163866043
36053881,6,0.856489009653106
13336798,11,0.554564341866591
20298058,9,0.3813606632951006
3068408,12,0.5680527139335044
21465348,4,0.9636374928415479
37066402,7,0.7844796271890926
34394344,7,0.5644821307426542
36447378,11,0.3103339072223842
5075335,11,0.9497922094212911
36507334,7,0.5374430430348464
25709818,5,0.8260680187147524
35046142,9,0.7206508962740593
38591938,0,0.7024841272232689
