K,topic,rank,term,weight
14,3,15,directory,0.2433539577256922
14,4,1,dataframe,1.4390712644376968
14,4,2,pandas,1.410518729436495
14,4,3,column,1.1833988952809176
14,4,4,columns,0.8756397502992884
14,4,5,data,0.5945923619422818
14,4,6,pandas dataframe,0.5907652688246757
14,4,7,rows,0.5644812972357673
14,4,8,row,0.5489399696204363
14,4,9,like,0.4637425981989625
14,4,10,index,0.40595980809477233
14,4,11,table,0.32564945393454153
14,4,12,csv,0.29960896409144044
14,4,13,values,0.29925518960641645
14,4,14,data frame,0.2964280478840944
14,4,15,series,0.2801418058143226
14,5,1,error,2.262722998212812
14,5,2,following,0.7976555074551932
14,5,3,getting,0.7956877209109181
14,5,4,following error,0.5760366452057971
14,5,5,code,0.513100899172573
14,5,6,getting error,0.4463093280827706
14,5,7,trying,0.4458834338158375
14,5,8,message,0.3778120192640959
14,5,9,error message,0.3468917236697727
14,5,10,try,0.2732345287349026
14,5,11,object,0.2626755808472641
14,5,12,following code,0.25375488734530155
14,5,13,attribute,0.24892435951046304
14,5,14,wrong,0.24457207615134763
14,5,15,gives,0.23772813558699665
14,6,1,install,1.0203461665532807
14,6,2,installed,0.8764073991458189
14,6,3,module,0.8001369826239522
14,6,4,import,0.7537475120800151
14,6,5,python,0.6091494091723549
14,6,6,package,0.5556435688777233
14,6,7,pip,0.5368536878264835
14,6,8,version,0.4939717482275312
14,6,9,py,0.45580614431005134
14,6,10,windows,0.45303705023879265
14,6,11,packages,0.44025926039842883
14,6,12,installing,0.3929264825600552
14,6,13,path,0.36696647490922635
14,6,14,directory,0.3641745955165483
14,6,15,setup,0.3222232593977089
14,7,1,class,1.3048374282670028
14,7,2,function,1.2637132610545811
14,7,3,method,0.7588745616181873
14,7,4,object,0.6875243503116065
14,7,5,way,0.4226747063542586
14,7,6,instance,0.40633553265399713
14,7,7,like,0.3557082189627412
14,7,8,functions,0.34897058445020884
14,7,9,called,0.30743111247117216
14,7,10,use,0.307011541929715
14,7,11,python,0.3041451004077836
14,7,12,classes,0.29898803393572126
14,7,13,variable,0.2939944824900245
14,7,14,return,0.28728799794210225
14,7,15,methods,0.2828505412377667
14,8,1,array,1.826397673390407
14,8,2,numpy,1.3545840274163485
14,8,3,numpy array,0.6674856570398379
14,8,4,arrays,0.5361360582107344
14,8,5,matrix,0.3520356017241868
14,8,6,2d,0.30470941166481946
14,8,7,elements,0.21660262243030906
14,8,8,way,0.21176066814589514
14,8,9,values,0.19773558656301998
14,8,10,element,0.19233673266513182
14,8,11,numpy arrays,0.1891520518163913
14,8,12,2d array,0.18672079266281713
14,8,13,want,0.15389845527927373
14,8,14,convert,0.14720101594863905
14,8,15,shape,0.1435378930496636
14,9,1,string,1.8422073355556563
14,9,2,regex,0.530398616208134
14,9,3,strings,0.4904042826670346
14,9,4,characters,0.4511996614428338
14,9,5,python,0.41743856710426663
14,9,6,regular,0.3072434687764009
14,9,7,convert,0.29793840976839625
14,9,8,match,0.290449473683163
14,9,9,expression,0.2890904515699424
14,9,10,like,0.26506747851138124
14,9,11,character,0.25362578094209537
14,9,12,regular expression,0.23618174156443078
14,9,13,word,0.2320518661605759
14,9,14,text,0.2300170489714576
14,9,15,split,0.22244062240417134
14,10,1,server,1.0103889382135105
14,10,2,app,0.7174199003609357
14,10,3,using,0.6888037091252294
14,10,4,request,0.6145129107821127
14,10,5,api,0.5105754815511061
14,10,6,web,0.5055352387869811
14,10,7,client,0.5039853500010291
14,10,8,google,0.4735816550277542
14,10,9,flask,0.4705225766163072
14,10,10,send,0.45529644744317865
14,10,11,page,0.44015910764475424
14,10,12,application,0.43022863389698185
14,10,13,url,0.4224567688240769
14,10,14,requests,0.41285219183636934
14,10,15,engine,0.3841201171123596
14,11,1,script,2.0990028583577054
14,11,2,python script,1.1969275967292727
14,11,3,run,0.9446881938862746
14,11,4,command,0.6979729799323999
14,11,5,python,0.6851300288473298
14,11,6,running,0.4470403862565852
14,11,7,command line,0.3508577126397747
14,11,8,shell,0.3023574477116877
14,11,9,run script,0.28170955842148454
14,11,10,line,0.27975641222834646
14,11,11,run python,0.27361507395565565
14,11,12,execute,0.2551838691883415
14,11,13,scripts,0.22620513465762995
14,11,14,process,0.22081738416686125
14,11,15,subprocess,0.21302608754622654
14,12,1,dictionary,1.342290939409967
14,12,2,value,1.2178720729982349
14,12,3,values,0.9714388399552653
14,12,4,key,0.8043121680532067
14,12,5,keys,0.5146464094739314
14,12,6,dictionaries,0.30780999029294775
14,12,7,dict,0.29990310599688497
14,12,8,key value,0.23534011146788752
14,12,9,python dictionary,0.22185819194050202
14,12,10,want,0.1878945284847554
14,12,11,json,0.18109276772758884
14,12,12,return,0.15922009064796597
14,12,13,nested,0.14224262589998676
14,12,14,output,0.13175625793626047
14,12,15,dictionary key,0.13134354920498012
14,13,1,plot,1.0765251879508797
14,13,2,image,1.0391203180544442
14,13,3,matplotlib,0.8204588744010881
14,13,4,data,0.6508370346460854
14,13,5,axis,0.4472661095138801
14,13,6,using,0.38880807012895796
14,13,7,images,0.36381804307785764
14,13,8,points,0.34189291476190137
14,13,9,graph,0.3206510090769496
14,13,10,color,0.3080811861265061
14,13,11,plotting,0.29977992406972614
14,13,12,set,0.2824760560603126
14,13,13,want,0.2771589515268462
14,13,14,like,0.26322206281039806
14,13,15,plots,0.220894900718737
