K,topic,rank,term,weight
3,0,1,python,1.2045798751143448
3,0,2,error,1.0305325797028801
3,0,3,file,0.8704141418529425
3,0,4,code,0.7760510466253867
3,0,5,run,0.7291594833429867
3,0,6,script,0.7069585342166484
3,0,7,using,0.6907255492379238
3,0,8,trying,0.5019365269866146
3,0,9,following,0.45631506370474517
3,0,10,module,0.45323486044693906
3,0,11,running,0.4403326303711873
3,0,12,line,0.4375237029370935
3,0,13,command,0.4320223896957555
3,0,14,program,0.4011763963187186
3,0,15,use,0.3954791163162454
3,1,1,list,0.8381523153002022
3,1,2,like,0.7090752306618051
3,1,3,want,0.5873582330870784
3,1,4,function,0.5105684914737062
3,1,5,way,0.5093170759135697
3,1,6,data,0.5090666252952375
3,1,7,values,0.5085851171679933
3,1,8,value,0.48473552951550747
3,1,9,string,0.4568349369114401
3,1,10,python,0.45307310578877613
3,1,11,example,0.3970334270893121
3,1,12,array,0.3867983322111248
3,1,13,column,0.36183853466111665
3,1,14,code,0.35070977315627894
3,1,15,pandas,0.3384890000940246
3,2,1,django,1.3343459122699608
3,2,2,model,0.5702464889756564
3,2,3,py,0.5589215666323127
3,2,4,user,0.483194262131957
3,2,5,form,0.4673406930866689
3,2,6,page,0.4289589019085938
3,2,7,app,0.4244596541394326
3,2,8,view,0.38281087626415494
3,2,9,template,0.37221376090519537
3,2,10,html,0.37172245895360595
3,2,11,models,0.3534889789314722
3,2,12,field,0.3445490637322258
3,2,13,database,0.33564504163435627
3,2,14,views,0.3110156088333819
3,2,15,url,0.3083212999973084
