K,topic,rank,term,weight
20,0,1,way,1.6656317077261837
20,0,2,know,1.4620330347749213
20,0,3,don,1.1208717573273552
20,0,4,want,1.07515484053591
20,0,5,use,1.0338225860077803
20,0,6,need,0.9895323026629773
20,0,7,time,0.9517718961258056
20,0,8,make,0.8863290295362689
20,0,9,program,0.8527234663873413
20,0,10,user,0.8058562535680829
20,0,11,number,0.7983593297900258
20,0,12,just,0.7303718276207452
20,0,13,python,0.6779581087702636
20,0,14,don know,0.6601442771648348
20,0,15,question,0.5855714985368891
20,1,1,list,3.7587319583992946
20,1,2,lists,1.11705639462166
20,1,3,element,0.5820428223463616
20,1,4,elements,0.5283800130538838
20,1,5,items,0.42019662564786275
20,1,6,python list,0.40393381493859126
20,1,7,item,0.38897131614870434
20,1,8,list list,0.3692801750332051
20,1,9,list lists,0.34814838452291
20,1,10,list python,0.34221988243553403
20,1,11,loop,0.3298243206055493
20,1,12,comprehension,0.31852418305338914
20,1,13,index,0.3155786466574975
20,1,14,tuples,0.3065737583196645
20,1,15,want,0.30220782675632285
20,2,1,django,1.9723439533492633
20,2,2,py,0.8468943258332973
20,2,3,model,0.8252938384079551
20,2,4,models,0.5379606255449123
20,2,5,field,0.49369075498565723
20,2,6,user,0.40622877135768903
20,2,7,views,0.4000701140018295
20,2,8,view,0.3824332088434173
20,2,9,template,0.382000598173045
20,2,10,form,0.37611544199852065
20,2,11,database,0.3538213716566105
20,2,12,admin,0.3430136260067298
20,2,13,views py,0.2776023231138249
20,2,14,using django,0.27675984500827244
20,2,15,fields,0.25886804687118015
20,3,1,file,2.4256493847805665
20,3,2,files,0.8281732250804938
20,3,3,text,0.739009956238218
20,3,4,csv,0.5824824084678204
20,3,5,text file,0.5802003379363752
20,3,6,read,0.4626197819202299
20,3,7,line,0.42810871330692934
20,3,8,csv file,0.3983777049888193
20,3,9,txt,0.37487376826129226
20,3,10,write,0.30503666554915276
20,3,11,file python,0.2960815291964142
20,3,12,xml,0.2921421281452446
20,3,13,lines,0.27942081419345777
20,3,14,directory,0.2732048526652736
20,3,15,open,0.23043506996177596
20,4,1,dataframe,1.6096050544216318
20,4,2,pandas,1.537205438742347
20,4,3,column,1.2837090216316263
20,4,4,columns,0.9393741757313102
20,4,5,pandas dataframe,0.6673945046953086
20,4,6,row,0.575173765223927
20,4,7,rows,0.5737978891056337
20,4,8,index,0.4434905288137152
20,4,9,values,0.3123533393785717
20,4,10,series,0.28970686800727913
20,4,11,csv,0.2840743274211308
20,4,12,dataframes,0.25212088136446403
20,4,13,data frame,0.23973101333093608
20,4,14,table,0.23727260546012752
20,4,15,want,0.23396679944083607
20,5,1,error,2.5477020531000325
20,5,2,getting,0.8888983241300884
20,5,3,following error,0.5921850274676688
20,5,4,getting error,0.5116753474479779
20,5,5,following,0.45647367250192206
20,5,6,trying,0.4414033978564276
20,5,7,message,0.4329760256758441
20,5,8,error message,0.3982068095848115
20,5,9,help,0.3130209996524609
20,5,10,try,0.3120170055158234
20,5,11,syntax,0.2560650099647229
20,5,12,gives,0.23527026781604451
20,5,13,typeerror,0.2225689620354523
20,5,14,attribute,0.21906553925601419
20,5,15,got,0.2158506635619948
20,6,1,install,1.110949155509792
20,6,2,installed,0.9516172538430651
20,6,3,module,0.8765075862188221
20,6,4,import,0.8044316890954721
20,6,5,python,0.712319784416155
20,6,6,package,0.6030081021812073
20,6,7,pip,0.5863875060618533
20,6,8,version,0.5258479742121659
20,6,9,packages,0.4776572853083687
20,6,10,windows,0.4694761641769118
20,6,11,py,0.453309841288109
20,6,12,installing,0.42553604590965505
20,6,13,path,0.3793752652159871
20,6,14,directory,0.3721717808922629
20,6,15,setup,0.3358776912006299
20,7,1,class,1.897042095359621
20,7,2,object,1.0307965901320193
20,7,3,method,1.0202339806761642
20,7,4,instance,0.5474303993507567
20,7,5,attribute,0.4990320679452428
20,7,6,classes,0.38873889354511537
20,7,7,objects,0.35271632000744274
20,7,8,methods,0.3481023749371275
20,7,9,access,0.2580897670785835
20,7,10,attributes,0.25764204013880754
20,7,11,called,0.24309278118463176
20,7,12,create,0.2209024792695328
20,7,13,type,0.21230579992091209
20,7,14,python class,0.2042985390547984
20,7,15,object attribute,0.178833331072322
