K,topic,rank,term,weight
18,6,14,directory,0.37694939850518194
18,6,15,setup,0.33460490107214247
18,7,1,class,1.9152765898492983
18,7,2,method,1.0410948860394562
18,7,3,object,1.0302238569614919
18,7,4,instance,0.570255675481795
18,7,5,attribute,0.49511310006235126
18,7,6,classes,0.39971665974318304
18,7,7,methods,0.36541035263060284
18,7,8,objects,0.3624020322258675
18,7,9,create,0.27633823485499737
18,7,10,attributes,0.26313518356260734
18,7,11,access,0.26060770143821693
18,7,12,called,0.24817513201952957
18,7,13,want,0.21841454717205658
18,7,14,type,0.21805927257312183
18,7,15,python class,0.20519120065442045
18,8,1,array,1.9150039813250759
18,8,2,numpy,1.4183852393142529
18,8,3,numpy array,0.7008564050264774
18,8,4,arrays,0.5609150197925729
18,8,5,matrix,0.36441393059712385
18,8,6,2d,0.32005004092459294
18,8,7,elements,0.22577786724110113
18,8,8,values,0.20739192699627357
18,8,9,element,0.20327180397959932
18,8,10,numpy arrays,0.19837119596852018
18,8,11,2d array,0.19616497076246164
18,8,12,convert,0.15627148476528985
18,8,13,want,0.15565302835313094
18,8,14,shape,0.15084528454474724
18,8,15,dimensional,0.14848573243988164
18,9,1,string,1.975707669004731
18,9,2,regex,0.5419981080144483
18,9,3,strings,0.5228063862828585
18,9,4,characters,0.47859036836600766
18,9,5,python,0.40346072808834144
18,9,6,convert,0.3192719296745792
18,9,7,regular,0.3118798945508992
18,9,8,match,0.295186184052609
18,9,9,expression,0.2939457691423738
18,9,10,character,0.26975494217850965
18,9,11,regular expression,0.24408788997309266
18,9,12,word,0.2429457237858795
18,9,13,split,0.22944988509371675
18,9,14,text,0.21673828179682067
18,9,15,unicode,0.21230808681620333
18,10,1,server,1.4724932411941931
18,10,2,client,0.8049634054498912
18,10,3,request,0.6753091415871065
18,10,4,using,0.6709855888449123
18,10,5,send,0.6499325969277746
18,10,6,data,0.5600665967950755
18,10,7,requests,0.4668841890768523
18,10,8,api,0.45073772335157125
18,10,9,connection,0.4350995888756943
18,10,10,python,0.4341121076449364
18,10,11,socket,0.38040974637942887
18,10,12,using python,0.35749876313717566
18,10,13,connect,0.3448355936848004
18,10,14,http,0.33720922903646977
18,10,15,use,0.311090845210645
18,11,1,script,2.2500303534763737
18,11,2,python script,1.2826856670548412
18,11,3,run,0.991973586754331
18,11,4,command,0.7255384778481349
18,11,5,python,0.685860538482879
18,11,6,running,0.45772079390566894
18,11,7,command line,0.3673690712042349
18,11,8,shell,0.31683738041598813
18,11,9,run script,0.30207673330391943
18,11,10,run python,0.29147880771843554
18,11,11,line,0.2870522939755588
18,11,12,execute,0.2637440155992513
18,11,13,scripts,0.23673335991353037
18,11,14,subprocess,0.22120335704295055
18,11,15,process,0.2107693916209105
18,12,1,function,2.583298256149111
18,12,2,functions,0.5628148527312858
18,12,3,return,0.5049230329449316
18,12,4,function python,0.3175043184789178
18,12,5,arguments,0.3049903701061149
18,12,6,python,0.2797869428137051
18,12,7,returns,0.2779868263168724
18,12,8,pass,0.26718985917688826
18,12,9,argument,0.2645190658889162
18,12,10,python function,0.2507318202089571
18,12,11,called,0.2217500867237236
18,12,12,parameter,0.20221021401903316
18,12,13,parameters,0.19547921664238793
18,12,14,variable,0.18235605258382423
18,12,15,value,0.17782267031800378
18,13,1,dictionary,1.4481417152076856
18,13,2,value,1.2747206974828178
18,13,3,values,1.029821726062423
18,13,4,key,0.8613614300457288
18,13,5,keys,0.5535379803586206
18,13,6,dictionaries,0.33103140087371763
18,13,7,dict,0.3197591661991526
18,13,8,key value,0.25153339722644835
18,13,9,python dictionary,0.2396395751958394
18,13,10,want,0.19839010586166358
18,13,11,json,0.18932664494295734
18,13,12,nested,0.14754429241179473
18,13,13,dictionary key,0.14172327691791434
18,13,14,output,0.14158047392135878
18,13,15,return,0.14052609464410615
18,14,1,page,1.2039796846184698
18,14,2,html,1.1625950149662574
18,14,3,url,0.6561065702998697
18,14,4,form,0.4570996985103468
18,14,5,button,0.32441893093153573
18,14,6,tag,0.32231432287590545
18,14,7,web,0.31708543414420465
18,14,8,link,0.3085620652497383
18,14,9,template,0.2993574338111981
18,14,10,website,0.2838494344675866
18,14,11,click,0.2802958027583173
18,14,12,selenium,0.26379089472009554
18,14,13,beautifulsoup,0.26315477346217175
18,14,14,using,0.2527791198722501
18,14,15,tags,0.2520274537220453
18,15,1,app,1.494263713544623
18,15,2,engine,1.0137567233926206
18,15,3,google,0.98730468296662
18,15,4,app engine,0.9852061808170403
18,15,5,google app,0.7743104066151826
18,15,6,application,0.3074146330024827
18,15,7,flask,0.26926703980014555
18,15,8,datastore,0.2516961422571225
18,15,9,gae,0.228952090925923
18,15,10,api,0.17337542906118142
18,15,11,engine python,0.1515086750355152
18,15,12,using google,0.14408511451963396
18,15,13,web,0.14090058165777072
18,15,14,cloud,0.1241609652082586
18,15,15,appengine,0.11995858069850558
18,16,1,like,1.8255913042800727
18,16,2,way,1.0860132371768878
18,16,3,looks,0.7370887213586206
18,16,4,looks like,0.688112662021222
18,16,5,better,0.32389255141981815
18,16,6,best,0.28999196892175744
18,16,7,look,0.2800877649067884
18,16,8,use,0.2782915303547204
18,16,9,possible,0.27724146141424877
18,16,10,know,0.23559874153982263
18,16,11,better way,0.2276758587974185
18,16,12,want,0.22117308095661603
18,16,13,look like,0.2132269640229427
18,16,14,best way,0.2066702872577663
18,16,15,looking,0.20077077935154142
18,17,1,plot,1.3863795567138344
18,17,2,image,1.3535213406675752
18,17,3,matplotlib,1.0524438519975963
18,17,4,data,0.7322708446371788
18,17,5,axis,0.5698680569919513
18,17,6,images,0.4675644624012383
18,17,7,using,0.45452319184970746
18,17,8,points,0.4289004271849146
18,17,9,graph,0.4037486724963448
18,17,10,color,0.39166104622712505
18,17,11,plotting,0.3847722762026548
18,17,12,set,0.30218254799871686
18,17,13,want,0.29178114543295913
18,17,14,plots,0.28122651352613076
18,17,15,labels,0.263364441628184
