Id,dominant_topic,topic_weight
28086865,1,0.7114354978035121
39663117,4,0.5511226038601653
37259168,9,0.3827162351603454
22412231,9,0.14946862255556925
25090735,2,0.46864766841357236
25279059,6,0.6271472801338326
22719224,9,0.33680391863566933
7549662,1,0.3600915596353803
28233633,15,0.19485540815354338
40091963,4,0.6744489658983903
1366274,15,0.6294947986040124
1751959,6,0.29573988407429846
11596423,2,0.2534580461999855
23042962,0,0.5179842235296688
4638806,16,0.36748474453074575
4585692,10,0.2947806946783862
39397720,2,0.2685743286823879
35880247,6,0.7098597764437677
32969757,2,0.7127456026660474
2323080,10,0.24994956440867144
32535816,0,0.3935550329659128
20383151,7,0.561146697727848
3610071,7,0.5045091059454526
13596408,11,0.8091045397980551
39970303,6,0.41468392866494963
38164587,6,0.34635716300553204
19094441,8,0.5946932584197808
26077231,4,0.30081448007044675
39066567,13,0.3349198303826208
27462337,2,0.268968123881132
22865573,13,0.24883803042607977
22739592,16,0.756363006463741
23785155,10,0.2182203842816969
39231607,10,0.4288266399679272
39518350,2,0.5014391040073055
25571861,0,0.4029402940939316
31614866,13,0.5649524428993585
15745418,14,0.22334042246613478
15900883,2,0.4123880882449997
32023183,5,0.5228427767961983
39549494,6,0.38025026623678887
38895185,2,0.6470864079821357
35792905,6,0.416212959150748
17717282,7,0.4183077563455911
11040626,4,0.9999999999922133
36747114,7,0.25895455543550544
3695202,3,0.3196574298565962
29552575,16,0.5419235832573595
21058514,0,0.6852998731795197
33769143,9,0.38188595900349254
6239042,10,0.3732979134365099
13144158,6,0.7337997048966195
34278866,3,0.48716394892009884
26080958,11,0.7227825543808152
5834054,5,0.5417564357668072
25705544,8,0.475435606035152
27542341,0,0.38189074121217986
38316294,3,0.4091180926976234
20110006,12,0.331810350463334
33127008,9,0.6740625961473559
18596189,12,0.45919837104033334
2483840,11,0.39157326444986784
20803932,2,0.40838827868900923
4848965,7,0.5807988809610316
27056575,1,0.47005051931393343
8701419,1,0.43417350948146344
4690155,10,0.7988770169422122
26673267,2,0.5071890554978198
32463870,7,0.5971976222650435
36908926,5,0.837320666077276
19472499,7,0.40874522569820937
38780122,6,0.644149992689057
37015876,11,0.3351055474919633
12030085,10,0.3504983242451329
29859761,12,0.5861905455274381
33753832,11,0.5248622565307101
4676973,16,0.4227773033587339
