Id,dominant_topic,topic_prob
60680,4,0.4751364994212839
60685,7,0.5249999745634025
60805,9,0.699995127598119
60848,4,0.36666674061839455
61151,0,0.7749999999326724
61517,5,0.5250000072389235
61605,0,0.525000137140612
61781,0,0.36666680791374473
61894,8,0.2750000030853927
62079,9,0.5249931811050977
63086,5,0.27500008208330584
63488,8,0.5249509049981413
63681,8,0.27500005868197686
64141,1,0.5250001797023665
64185,9,0.5499999999964769
64237,9,0.2750000434224998
64362,2,0.5249769507690899
64426,4,0.5249999771907852
64505,9,0.5249924050861177
65076,8,0.7749999999882289
65266,5,0.27500001365162274
65400,3,0.5249999868081526
66636,8,0.5249999772168228
66730,2,0.2750000409602118
67180,0,0.5249999962237238
67223,0,0.3666666665901322
67454,7,0.5250000048744974
67631,8,0.27500014561326713
68282,1,0.4974498598590636
68327,9,0.3666666688401666
68335,2,0.5249769009116478
68477,6,0.5249999995086442
68541,9,0.7749934599289369
68630,8,0.5499999999879178
68645,1,0.5249958366422669
68774,8,0.5249999927915808
69645,0,0.5249999935974019
69979,7,0.5250002228295849
70528,8,0.36666666826922334
70653,6,0.27500002444792326
70681,1,0.7749982574459718
70797,2,0.5499999999754047
71151,0,0.2749999959123902
71817,1,0.2750000736830912
72393,6,0.5249738515412086
72422,0,0.6999999999755541
72852,4,0.2750003255943103
72899,2,0.3666666684005454
72945,9,0.5249963542178072
73439,0,0.524989005253855
73663,3,0.5250005328393326
73781,6,0.5249999986953391
74092,1,0.4973370374035228
74430,9,0.4049407964008869
75440,9,0.5249871297250088
75621,9,0.5249923944388081
75798,3,0.5250002383226822
75829,9,0.4444961002070486
76096,7,0.6999544849068057
77086,5,0.27500001925536316
77198,4,0.5250000323044948
77552,7,0.549999999982274
77731,4,0.5249636245800491
77936,4,0.5249999877396392
78238,5,0.2750001144864348
78431,8,0.5250013455659421
78450,9,0.7749934599287912
78799,3,0.5249698566215893
78900,0,0.27500000799155805
79454,5,0.2750002418394186
79602,7,0.36666668175326983
79754,4,0.3666667773649692
79797,3,0.524999951482018
79850,7,0.6999999999967464
79968,2,0.5250002184266628
80215,6,0.3666667521810509
80347,0,0.4660584165844625
80617,0,0.27499999911974976
80993,6,0.5249874503083938
81191,0,0.52496549368989
81451,3,0.2750000754655108
82180,7,0.2750001674281063
82607,9,0.5249964408349845
82653,0,0.6999999999989949
82831,6,0.5249860044885293
83756,9,0.5249998609413382
83983,5,0.2750003774195126
85119,9,0.5249951494977568
85451,0,0.3666666398548385
85577,5,0.41340108192459724
85985,2,0.5249999972322485
86134,1,0.2749999996562163
87317,9,0.5250000001576621
87522,0,0.5249805217949909
88194,8,0.5249577611433017
88259,9,0.6999866205359452
88325,1,0.6999969575736569
88554,2,0.5249836158915357
88613,1,0.524997634452963
89228,3,0.5249992330594261
89909,7,0.36666668394732327
90052,0,0.36666667827787675
90775,7,0.36666664380942665
91183,3,0.2750000256384355
91205,7,0.6999999999557008
91666,3,0.5249777004729401
91810,0,0.27500002776827165
91821,1,0.4482586817122471
92230,9,0.5250000006558229
92373,6,0.5249738760376315
92438,9,0.5249949091649397
92533,7,0.2750000275328159
92565,0,0.3666666665901322
92620,8,0.36666665419404293
92928,0,0.1
93710,0,0.5499999999503555
94153,9,0.5499817756225399
94334,6,0.5249999818099809
94490,5,0.5249755211935193
94935,1,0.5499886353059967
94952,4,0.5249636378095003
95642,1,0.48985846532722177
95950,0,0.27500001621800124
96508,2,0.6999457186223781
97513,5,0.524975401774361
98135,5,0.2750000937579246
98687,5,0.36666711825271675
100003,5,0.5499999999858546
100210,3,0.36666666824655025
100298,7,0.366666556143672
100624,3,0.524999955403587
100732,3,0.2750001550702255
101061,6,0.5249738615390622
101128,5,0.6999999999561907
101174,3,0.525000033558127
101301,3,0.3666666706775742
101742,1,0.7749859868543598
101754,1,0.5249760788294267
102394,5,0.5250000080629379
102535,5,0.27500002787951683
103844,3,0.36666668126355695
104420,1,0.2750002431153824
104983,8,0.6999556651756949
105095,3,0.36666662928244265
105702,1,0.36666668212282577
106630,5,0.41340110078906317
106725,3,0.275000469776076
106766,4,0.2750000249019234
106850,9,0.5249931328663904
107405,4,0.45170707719161673
107616,8,0.27500025250580945
107675,8,0.5499999999975985
107705,9,0.5249964395892607
108009,0,0.3666666665901322
108134,9,0.5249924748053258
108193,3,0.3666666883756593
108523,8,0.6999556654553862
108586,2,0.2749999178795423
108822,8,0.36666666712312346
108848,6,0.2750000938270733
108892,3,0.2750002507575191
109087,9,0.5250000400807031
109705,0,0.5499999999503555
110378,4,0.52499998502719
110498,6,0.36666685674611543
110760,0,0.27500000834791805
110774,5,0.41993490489531227
110803,3,0.2750000270421908
110923,7,0.3666667404945717
111155,7,0.5249999876107981
111234,7,0.2749999993891867
