Id,dominant_topic,topic_weight
28086865,1,0.7455487329304705
39663117,4,0.5556787821911431
37259168,9,0.3623142130504294
22412231,7,0.18588276319814373
25090735,2,0.6101622275149454
25279059,6,0.6351798229911273
22719224,9,0.3515674241397366
7549662,1,0.4030435485337459
28233633,10,0.21100595343278525
40091963,4,0.6740816181330236
1366274,3,0.3881866848014633
1751959,6,0.3229486334739511
11596423,2,0.2799221363626281
23042962,0,0.6717946362717357
4638806,13,0.3822077139988787
4585692,11,0.31673160544473683
39397720,2,0.2722242442549861
35880247,6,0.7214172194428986
32969757,2,0.7173317897494382
2323080,10,0.3736402462865101
32535816,0,0.3904691210863493
20383151,7,0.5163769181529418
3610071,7,0.7333521916677086
13596408,11,0.850149258859004
39970303,6,0.41454307963029713
38164587,6,0.38303126502397916
19094441,8,0.597614939568841
26077231,4,0.3161085464741341
39066567,12,0.3628081328688457
27462337,2,0.309047637074496
22865573,12,0.3014098323305096
22739592,13,0.9405971654485663
23785155,6,0.19805636164540455
39231607,10,0.4339091304953422
39518350,2,0.47925316514646954
25571861,0,0.4353396441284788
31614866,12,0.5622313705040343
15745418,10,0.26523461714406443
15900883,2,0.42520947267179493
32023183,5,0.5345922072893994
39549494,6,0.38618360888007447
38895185,2,0.655750179623921
35792905,6,0.42912892884611187
17717282,7,0.5737514662769021
11040626,4,0.9999999999923738
36747114,7,0.23223413217911393
3695202,3,0.31572738420004387
29552575,13,0.5560198033025799
21058514,0,0.6790464717454787
33769143,9,0.3863098756328415
6239042,10,0.5806245602418988
13144158,6,0.7308738904091875
34278866,3,0.4949902538571102
26080958,11,0.7367672340651897
5834054,5,0.5553050185250393
25705544,8,0.4696407666926595
27542341,0,0.3759937733155384
38316294,3,0.4434330852647546
20110006,0,0.2641708090977567
33127008,9,0.6890569196302612
18596189,7,0.3888437957836495
2483840,11,0.40477721412035056
20803932,2,0.37986980306085577
4848965,7,0.5150769554816123
27056575,1,0.5420093030192652
8701419,1,0.4739199391994697
4690155,10,0.6478000680497055
26673267,2,0.7876376940021947
32463870,7,0.5278852161668328
36908926,5,0.8356284945085146
19472499,7,0.37731950973599304
38780122,6,0.6951784678436135
37015876,11,0.3816843236522856
12030085,10,0.39356993210263685
29859761,7,0.4768298266413531
33753832,11,0.5587785653125004
4676973,13,0.42755678888445714
39111903,1,0.37259854302405676
27177212,10,0.45746478476395747
22108306,9,0.8422094884084432
38792077,12,0.48646961456295
32589767,0,0.24154220978001065
3402694,10,0.6642557647256674
35942081,11,0.6920367346830589
26753268,8,0.6993175326640437
26487648,2,0.37450766121860685
19338748,7,0.5681508956675914
19111047,6,0.40104739597642697
13980656,9,0.4711581727933185
30849351,12,0.8295856580431348
33655933,4,0.2882925604216735
13163895,1,0.3354365471249136
13356680,9,0.5558928226045746
16991754,3,0.6748264595955604
18380766,1,0.3034198324145514
5522524,11,0.3384977808679569
39521924,7,0.37664637088689457
36795424,0,0.5019761192219065
19665125,8,0.357767492463221
33792478,13,0.40583076563685505
4054254,0,0.5097487106509745
25109001,0,0.46691576695572584
2631311,13,0.5923109468757528
843277,7,0.32945290365936175
38879470,0,0.9494742107088203
32906669,11,0.5744040930436151
23873048,8,0.2758626160204037
31350589,3,0.23201640299348125
37730751,0,0.21273555426999652
11816236,10,0.5255786670190196
11376381,7,0.2613333829062625
36053881,10,0.3614064298119571
13336798,7,0.4361507509786951
20298058,0,0.27981414271062793
3068408,4,0.27991847467750575
21465348,4,0.6631147073644756
37066402,2,0.5172329377380537
34394344,2,0.4821739873848284
36447378,10,0.2898755220783018
5075335,6,0.3063730439151535
36507334,10,0.2751350942495637
25709818,8,0.5868040737802738
35046142,5,0.5876360576239459
38591938,12,0.44643110255818397
37390827,6,0.5691740246813897
32683412,0,0.2622792075714262
34880137,0,0.3255697120043016
27434689,7,0.3826720676120324
34708972,5,0.3760165951505015
7765113,2,0.48758127302885973
37864425,3,0.539836792713416
6107905,6,0.6306126963009853
39978375,0,0.3717528620258651
4968210,3,0.24642219335308854
25462305,1,0.36174385342161497
35641116,1,0.4275855093064239
36816386,3,0.6510410338033912
34683400,1,0.46227668114652304
36820171,10,0.34125758607174833
26005274,7,0.30025310976313596
38477881,5,0.3874707946464521
10639333,1,0.21486730269674584
25387745,13,0.7088302028199711
40113343,7,0.30389308819996436
29080279,13,0.26840835828328435
26615756,9,0.45434586561775814
6655724,7,0.3118298029895046
38876562,13,0.34535388505780223
33592626,6,0.6862362340428897
29144956,3,0.5660406845288909
23970227,10,0.4370284423396673
5531249,9,0.5360400994124003
35224978,0,0.3525575763298766
6650906,7,0.8355270649178027
24037441,9,0.37524117870203677
12311196,10,0.6953931765406257
1056675,2,0.5714984820956864
24020720,1,0.3709195564051697
14319771,10,0.32509402513415475
5289680,2,0.5466916441815037
19919987,3,0.3294704453810956
22127346,12,0.31224573219028356
22983523,4,0.6845653200227644
10587826,7,0.23374589896470277
29581718,7,0.6642761131556683
21897420,6,0.5309062205593338
24419845,11,0.5820178916802947
28624489,2,0.6770352463011285
1693945,0,0.6060023146125485
17124199,5,0.43168017679205145
21397455,7,0.79827459699726
16494824,10,0.5386826249673694
21436163,9,0.3753784158926336
18896682,2,0.2586856194538337
17621531,0,0.6348451307244691
36534795,12,0.3044781405609141
34381588,1,0.5388777896756021
31538738,10,0.7294962912576555
36813851,8,0.47077174293425
17173743,12,0.3801836315588409
17327389,13,0.26111715123461604
39341571,0,0.349714262928107
18968660,8,0.7120417444329886
12485148,3,0.44969528071602904
