question_id,cluster
28086865,0
39663117,3
37259168,8
22412231,8
25090735,2
25279059,4
22719224,2
7549662,0
28233633,2
40091963,3
1366274,1
1751959,1
11596423,2
23042962,0
4638806,6
4585692,5
39397720,0
35880247,1
32969757,2
2323080,5
32535816,6
20383151,5
3610071,1
13596408,1
39970303,1
38164587,1
19094441,7
26077231,8
39066567,3
27462337,1
22865573,4
22739592,1
23785155,5
39231607,5
39518350,4
25571861,6
31614866,3
15745418,8
15900883,2
32023183,4
39549494,4
38895185,2
35792905,1
17717282,1
11040626,3
36747114,1
3695202,7
29552575,7
21058514,0
33769143,8
6239042,1
13144158,1
34278866,3
26080958,4
5834054,0
25705544,0
27542341,0
38316294,7
20110006,7
33127008,8
18596189,0
2483840,5
20803932,2
4848965,0
27056575,0
8701419,6
4690155,5
26673267,2
32463870,0
36908926,8
19472499,1
38780122,4
37015876,6
12030085,5
29859761,0
33753832,5
4676973,6
39111903,7
27177212,5
22108306,0
38792077,2
32589767,7
3402694,4
35942081,5
26753268,7
26487648,1
19338748,6
19111047,1
13980656,8
30849351,3
33655933,2
13163895,2
13356680,3
16991754,6
18380766,6
5522524,8
39521924,2
36795424,7
19665125,8
33792478,4
4054254,5
25109001,8
2631311,7
843277,0
38879470,0
32906669,1
23873048,6
31350589,8
37730751,0
11816236,1
11376381,7
36053881,8
13336798,1
20298058,5
3068408,1
21465348,3
37066402,2
34394344,1
36447378,5
5075335,1
36507334,2
25709818,7
35046142,0
38591938,2
37390827,4
32683412,0
34880137,8
27434689,0
34708972,2
7765113,2
37864425,8
6107905,1
39978375,0
4968210,2
25462305,3
35641116,0
36816386,8
34683400,0
36820171,1
26005274,0
38477881,6
10639333,8
25387745,6
40113343,0
29080279,6
26615756,5
6655724,0
38876562,7
33592626,1
29144956,5
23970227,5
5531249,3
35224978,6
6650906,0
24037441,0
12311196,1
1056675,4
24020720,0
14319771,8
5289680,2
19919987,5
22127346,8
22983523,3
10587826,5
29581718,7
21897420,4
24419845,5
28624489,2
1693945,3
17124199,8
21397455,0
16494824,2
21436163,5
18896682,4
17621531,6
36534795,6
34381588,2
31538738,1
36813851,7
17173743,3
17327389,7
39341571,5
18968660,7
12485148,1
32705146,3
9584565,8
39331369,2
16059073,1
31253866,1
24743446,1
2465675,2
4713589,5
19216046,0
13369009,7
37541248,4
36518512,2
29408529,8
23617898,4
40006924,6
39394936,2
34352419,0
22731782,0
19484161,2
18352815,8
4255854,2
4717238,5
38704586,1
33572928,8
35846053,3
38343972,7
39396222,2
3842927,8
15966537,7
23154821,0
23580176,1
3489451,7
34052977,0
8358781,5
5566160,0
9952655,2
5258402,1
35822563,2
11601629,3
7184454,8
23779995,2
18767257,4
10292057,4
9193773,1
15194061,3
33452601,0
13664861,0
29922373,0
28410763,4
35006204,3
11017984,7
10459673,0
36854690,2
20129259,1
21434728,7
18667053,1
39448604,8
9852226,0
34452680,1
18821795,6
10903748,7
25375057,3
32723802,3
16044668,2
26770121,1
15661231,8
21403044,3
18946286,4
35625488,4
36301179,5
23963369,7
21047921,0
28677597,0
16597396,5
19430190,0
28085788,7
16664360,2
8973238,4
38343213,4
16329869,3
14621310,8
27524817,8
29029077,5
8573464,1
28930706,1
18486244,0
28384690,5
3905548,1
18689026,8
36689898,2
5513615,3
14902299,2
38579256,0
6871686,7
10424987,8
33492593,7
27440989,6
2193009,8
31419145,1
30025502,8
15265319,1
38289432,2
36697521,3
38038700,0
35440222,5
31400143,3
9014056,0
27118886,4
40027392,5
32078763,3
25064271,2
19833315,6
17202946,6
1258199,3
21705101,0
29832659,7
16816379,8
20202639,5
822195,0
37467812,3
39847007,4
11268039,8
29621334,0
17459700,8
3165213,0
31473998,4
22301531,0
22787091,7
25903242,0
30699806,7
34071495,6
39128412,0
37749111,4
14734492,8
13167852,8
39721813,2
30444863,2
28228720,3
30016119,7
20109487,1
35461213,3
17528842,0
34133667,7
13446989,1
16435697,3
12612229,8
17412087,4
35505498,1
34422238,0
27810898,4
17229045,4
22254151,8
25319851,7
20966102,8
38117824,8
17384485,1
8320106,8
39151443,3
992136,1
26984555,2
24422724,5
19693782,6
12139428,2
24286544,3
14863576,0
26214245,8
25379098,1
9526873,4
7385374,5
928806,2
3861148,6
39533524,6
31946790,0
32689758,7
22946117,8
15555589,8
3134850,2
10831075,1
20629113,7
28917968,5
28999332,4
21739518,1
18241359,7
13010551,3
11651188,8
9100431,4
34657480,4
15898829,2
13729394,1
6603448,3
4293408,0
28862412,3
35590796,6
21735827,8
23111625,8
13093806,8
33426634,8
30032701,3
15622082,1
17819311,7
7381998,6
36169342,8
22120887,3
11850762,5
25726289,1
13792798,7
31657423,0
19655688,0
23409982,3
23704826,3
8535913,3
24540431,7
23021976,8
7199405,5
36447597,0
22386064,7
32660596,6
34662357,0
37166891,2
22411463,1
8953035,0
1905396,8
27208757,6
9645924,4
39509080,7
11366294,5
36385992,5
7969552,0
29418117,4
9486345,1
10773372,5
13936169,8
33680750,7
29471617,7
33971496,2
35585362,6
32177449,6
11388632,1
1111173,2
30036443,2
17320133,8
12853628,8
23159019,0
1956249,2
35722096,4
18799033,1
6438260,4
19782309,6
13018266,1
34336273,3
12851374,5
15821830,3
17060930,8
28267756,0
38778676,4
32358269,8
21886526,8
14413661,6
4113014,2
26897759,4
38618888,3
3442920,1
23800972,5
31063601,1
28705834,7
27607638,3
6931039,0
35761561,0
28288395,1
32874900,0
38071436,3
27219759,3
21158731,6
26361113,2
27034416,8
22253695,2
11622692,7
16837642,5
3894923,8
17438943,5
37732552,1
23809636,2
39143465,1
10866990,2
17197406,5
2470121,1
34005479,7
32079691,0
28477877,0
10497342,2
22534552,5
14922533,4
35593961,1
32141623,6
35583510,6
12170262,3
28022998,0
25775965,5
22891586,6
7973002,4
11798323,1
35330733,0
14429724,1
18598238,7
14195544,2
17005775,5
33325603,0
16787725,8
38960196,0
39829846,0
26278348,1
6203653,5
37865763,3
36491375,0
23833324,5
30585679,7
34462682,0
18456841,2
7070693,1
16387597,0
23295868,2
21045437,5
32334346,0
12810499,7
24109713,5
23891486,4
36362175,3
29701951,4
5315873,3
40140412,8
22436864,5
14236633,2
38881888,0
38807067,4
22848533,1
23711762,2
5164307,2
3898572,1
4360636,5
31402734,7
23872285,8
1431936,1
39407747,4
27883769,1
4888440,1
37022787,7
24624809,4
19610240,2
19617959,4
34714863,2
818942,1
29244434,2
33333980,4
1229414,8
23506306,0
22603750,1
38723055,5
39836449,2
34411047,5
33979709,6
34525893,0
12328678,1
31111493,4
38367206,8
22665833,5
8779497,5
28722677,8
38384829,4
13824973,3
9770133,5
29566846,6
14579231,6
33658216,8
22561495,3
5918633,4
34383951,1
27575354,0
11228153,5
3407414,3
16813088,0
2038247,1
33713149,3
5445462,0
31872863,0
3486372,5
17492923,3
24058127,4
22787826,1
24404729,6
7768633,8
8930370,7
34584484,4
17370820,0
28658918,7
25285665,2
14588682,7
23205147,7
11897028,4
28078327,7
26698401,6
33720318,4
553019,1
40121221,5
31960214,6
24981505,3
24607358,5
37302934,2
23839662,0
29901471,8
24834926,8
24087593,8
36258215,8
28119877,0
3730616,4
32991977,6
2828962,1
32040304,7
26805232,2
24056286,8
21039589,1
15807611,6
9870182,5
21922382,0
16500443,5
22156574,5
7829007,8
33751388,3
7629288,1
22133696,6
32121236,3
2828059,3
2041978,5
22251169,4
15258017,1
26187054,3
14258702,8
31949339,8
38679516,8
27194710,7
29847082,7
27959962,7
25914854,5
19261392,7
25490432,1
21640880,5
25455067,3
27790357,7
8449454,8
19169352,3
29743523,7
33657182,5
4295799,0
39084519,7
25720742,5
35540265,2
15947517,6
10475448,0
22878113,7
16022579,2
35984404,2
26876438,1
10018679,0
34257693,4
31795092,3
9445835,8
19527097,1
14658945,3
762764,2
24591917,8
38237598,1
1842389,2
23618728,1
29545601,6
31307014,3
38447314,0
14621224,4
2415842,2
20502312,5
21113773,8
31487381,0
16700779,0
14533936,8
32485542,4
32813162,7
30834395,5
33405490,2
28882496,0
7556499,7
32740320,1
11481618,0
24376574,7
38219558,8
28520450,5
36131003,6
8299270,1
23234436,5
37830512,7
5403138,0
37662869,1
3586295,1
35258750,3
33713501,5
24057239,1
18478240,7
35696980,2
16022245,0
2524998,0
35332978,7
16981303,8
34662173,7
37471079,8
6162823,0
36163949,8
15378537,2
38708729,4
16110968,2
27772934,8
21784116,1
11824137,1
22899536,0
34322896,6
20444155,8
15541418,7
39776675,5
37019240,7
12559778,4
12658224,2
30380551,0
39214277,8
29973598,5
26642433,0
36152287,0
4098197,2
36894878,5
11059203,6
39792641,8
1364583,4
6912867,5
12289861,2
2743070,8
19715854,0
26352833,5
15638468,2
18117748,6
18324753,2
26762053,2
18915481,7
21285022,5
1720743,5
37579590,3
6322158,1
36091759,4
36764709,1
8590813,8
8904271,0
13209539,0
32877873,0
1325568,1
35287254,0
34957004,3
34064104,3
38808452,2
14006028,1
26683509,0
34755256,5
20136274,1
13111025,3
18838328,8
27284196,1
27990497,7
18581174,5
33929929,6
37289559,4
18883222,7
19441031,1
30293680,2
29300175,1
550804,8
19228711,5
38361224,3
4476354,4
19961071,8
39408038,3
25663653,1
23378498,2
33442872,4
5772148,0
29641616,6
17039151,6
32239077,0
17088224,2
10011302,7
34576409,0
8934530,1
5234944,4
19545979,3
15881439,2
30746167,7
25429219,8
27827503,1
16820635,0
8674426,8
20602488,0
35825289,2
36034926,4
28594000,1
31577926,2
33303952,1
21366021,4
25028105,8
27973941,8
30492313,7
6335906,1
14779216,1
10599347,8
19915264,5
20341650,5
22244837,0
36612981,2
29997186,0
4782028,8
36068943,8
34856717,3
7389109,0
29591313,8
10860774,0
25543741,5
35997393,8
35871625,3
32731554,6
32821143,3
16705670,8
28128514,5
17887503,2
35692719,2
21282039,5
38528332,3
36725130,7
35998123,8
4065085,0
14355642,1
33067867,7
26741204,3
8158536,4
39580929,4
26711396,7
26936345,8
26295092,1
14924795,4
23355661,8
17398040,1
35423366,7
8764895,1
20600527,1
14609467,8
34574351,7
21309172,0
21713148,4
28522671,7
13440956,1
34216141,8
29363697,5
31806428,5
35407893,1
21370722,0
36923265,1
37242036,5
35628640,3
11387439,0
11580789,5
9937781,8
36425234,3
23103370,7
13703295,2
29796140,8
13711187,0
31468597,0
26949091,0
18064914,7
32033557,6
38877102,7
17220997,1
37661073,3
11280464,1
34315152,4
11298909,7
29489717,4
14898089,4
26321618,3
39029632,7
22557758,4
6165819,6
5891359,1
30264461,4
23420021,5
5812318,0
902039,4
14532634,1
