question_id,cluster
28086865,3
39663117,1
37259168,3
22412231,3
25090735,4
25279059,0
22719224,4
7549662,2
28233633,4
40091963,3
1366274,5
1751959,5
11596423,5
23042962,3
4638806,2
4585692,5
39397720,5
35880247,5
32969757,4
2323080,5
32535816,3
20383151,2
3610071,5
13596408,5
39970303,5
38164587,5
19094441,1
26077231,4
39066567,1
27462337,5
22865573,4
22739592,5
23785155,5
39231607,0
39518350,0
25571861,2
31614866,3
15745418,5
15900883,4
32023183,2
39549494,0
38895185,4
35792905,5
17717282,5
11040626,1
36747114,5
3695202,1
29552575,1
21058514,3
33769143,3
6239042,5
13144158,5
34278866,3
26080958,0
5834054,3
25705544,3
27542341,3
38316294,1
20110006,1
33127008,3
18596189,3
2483840,5
20803932,4
4848965,5
27056575,3
8701419,2
4690155,2
26673267,4
32463870,3
36908926,3
19472499,5
38780122,0
37015876,2
12030085,5
29859761,3
33753832,5
4676973,2
39111903,1
27177212,4
22108306,3
38792077,4
32589767,2
3402694,0
35942081,2
26753268,1
26487648,5
19338748,2
19111047,5
13980656,3
30849351,3
33655933,4
13163895,4
13356680,3
16991754,2
18380766,2
5522524,0
39521924,4
36795424,1
19665125,4
33792478,0
4054254,5
25109001,3
2631311,1
843277,5
38879470,3
32906669,5
23873048,2
31350589,5
37730751,3
11816236,5
11376381,1
36053881,3
13336798,5
20298058,0
3068408,4
21465348,1
37066402,4
34394344,5
36447378,0
5075335,5
36507334,4
25709818,1
35046142,3
38591938,4
37390827,0
32683412,1
34880137,3
27434689,3
34708972,4
7765113,4
37864425,3
6107905,5
39978375,3
4968210,4
25462305,3
35641116,3
36816386,3
34683400,3
36820171,5
26005274,3
38477881,2
10639333,3
25387745,2
40113343,3
29080279,2
26615756,4
6655724,3
38876562,0
33592626,5
29144956,0
23970227,5
5531249,3
35224978,2
6650906,2
24037441,2
12311196,5
1056675,0
24020720,2
14319771,5
5289680,4
19919987,0
22127346,4
22983523,1
10587826,4
29581718,1
21897420,0
24419845,5
28624489,4
1693945,3
17124199,0
21397455,2
16494824,4
21436163,0
18896682,0
17621531,2
36534795,2
34381588,4
31538738,5
36813851,1
17173743,1
17327389,1
39341571,2
18968660,1
12485148,5
32705146,3
9584565,3
39331369,4
16059073,5
31253866,5
24743446,5
2465675,4
4713589,0
19216046,3
13369009,1
37541248,0
36518512,4
29408529,4
23617898,0
40006924,2
39394936,4
34352419,2
22731782,3
19484161,4
18352815,4
4255854,4
4717238,5
38704586,5
33572928,3
35846053,3
38343972,1
39396222,4
3842927,3
15966537,1
23154821,3
23580176,5
3489451,1
34052977,3
8358781,5
5566160,3
9952655,4
5258402,5
35822563,4
11601629,3
7184454,5
23779995,4
18767257,0
10292057,0
9193773,5
15194061,3
33452601,3
13664861,2
29922373,3
28410763,0
35006204,1
11017984,1
10459673,3
36854690,4
20129259,5
21434728,1
18667053,5
39448604,3
9852226,3
34452680,5
18821795,2
10903748,1
25375057,3
32723802,1
16044668,4
26770121,5
15661231,3
21403044,4
18946286,0
35625488,0
36301179,5
23963369,1
21047921,3
28677597,2
16597396,5
19430190,3
28085788,1
16664360,4
8973238,0
38343213,0
16329869,1
14621310,4
27524817,0
29029077,0
8573464,5
28930706,5
18486244,3
28384690,5
3905548,5
18689026,3
36689898,4
5513615,3
14902299,4
38579256,2
6871686,1
10424987,3
33492593,1
27440989,2
2193009,4
31419145,5
30025502,3
15265319,5
38289432,4
36697521,1
38038700,3
35440222,2
31400143,3
9014056,3
27118886,0
40027392,2
32078763,3
25064271,4
19833315,2
17202946,2
1258199,3
21705101,3
29832659,1
16816379,3
20202639,4
822195,3
37467812,1
39847007,0
11268039,4
29621334,3
17459700,4
3165213,3
31473998,0
22301531,3
22787091,1
25903242,3
30699806,1
34071495,2
39128412,5
37749111,0
14734492,0
13167852,3
39721813,4
30444863,4
28228720,5
30016119,1
20109487,5
35461213,1
17528842,1
34133667,1
13446989,5
16435697,1
12612229,5
17412087,0
35505498,5
34422238,3
27810898,0
17229045,0
22254151,3
25319851,1
20966102,3
38117824,3
17384485,0
8320106,3
39151443,1
992136,5
26984555,4
24422724,5
19693782,2
12139428,4
24286544,1
14863576,3
26214245,3
25379098,5
9526873,0
7385374,5
928806,4
3861148,2
39533524,2
31946790,4
32689758,1
22946117,4
15555589,3
3134850,4
10831075,5
20629113,1
28917968,0
28999332,0
21739518,5
18241359,1
13010551,3
11651188,3
9100431,0
34657480,0
15898829,4
13729394,5
6603448,3
4293408,3
28862412,1
35590796,2
21735827,3
23111625,4
13093806,3
33426634,2
30032701,3
15622082,5
17819311,5
7381998,2
36169342,3
22120887,3
11850762,4
25726289,5
13792798,1
31657423,3
19655688,3
23409982,3
23704826,3
8535913,3
24540431,1
23021976,3
7199405,0
36447597,3
22386064,1
32660596,2
34662357,3
37166891,4
22411463,5
8953035,3
1905396,4
27208757,2
9645924,0
39509080,1
11366294,5
36385992,2
7969552,3
29418117,0
9486345,5
10773372,5
13936169,2
33680750,1
29471617,1
33971496,4
35585362,4
32177449,2
11388632,5
1111173,4
30036443,4
17320133,3
12853628,4
23159019,3
1956249,4
35722096,0
18799033,5
6438260,0
19782309,2
13018266,5
34336273,3
12851374,5
15821830,1
17060930,3
28267756,3
38778676,0
32358269,3
21886526,4
14413661,2
4113014,4
26897759,0
38618888,3
3442920,5
23800972,0
31063601,5
28705834,1
27607638,3
6931039,3
35761561,3
28288395,5
32874900,3
38071436,1
27219759,3
21158731,2
26361113,4
27034416,3
22253695,4
11622692,1
16837642,5
3894923,3
17438943,4
37732552,5
23809636,4
39143465,5
10866990,4
17197406,0
2470121,5
34005479,1
32079691,3
28477877,3
10497342,4
22534552,0
14922533,0
35593961,5
32141623,2
35583510,2
12170262,3
28022998,3
25775965,4
22891586,2
7973002,0
11798323,5
35330733,2
14429724,5
18598238,1
14195544,4
17005775,2
33325603,3
16787725,3
38960196,3
39829846,3
26278348,5
6203653,0
37865763,3
36491375,3
23833324,5
30585679,1
34462682,3
18456841,4
7070693,5
16387597,3
23295868,4
21045437,0
32334346,3
12810499,1
24109713,0
23891486,0
36362175,1
29701951,0
5315873,3
40140412,5
22436864,2
14236633,4
38881888,3
38807067,0
22848533,5
23711762,4
5164307,4
3898572,5
4360636,5
31402734,1
23872285,3
1431936,5
39407747,0
27883769,5
4888440,5
37022787,1
24624809,0
19610240,4
19617959,0
34714863,4
818942,5
29244434,4
33333980,0
1229414,3
23506306,3
22603750,5
38723055,5
39836449,4
34411047,0
33979709,0
34525893,3
12328678,5
31111493,0
38367206,4
22665833,0
8779497,0
28722677,3
38384829,0
13824973,1
9770133,5
29566846,2
14579231,2
33658216,3
22561495,1
5918633,0
34383951,5
27575354,2
11228153,5
3407414,3
16813088,3
2038247,5
33713149,1
5445462,2
31872863,5
3486372,5
17492923,3
24058127,0
22787826,5
24404729,2
7768633,4
8930370,1
34584484,0
17370820,3
28658918,2
25285665,4
14588682,2
23205147,1
11897028,0
28078327,1
26698401,2
33720318,0
553019,5
40121221,0
31960214,2
24981505,1
24607358,5
37302934,4
23839662,3
29901471,3
24834926,3
24087593,3
36258215,3
28119877,3
3730616,0
32991977,2
2828962,5
32040304,1
26805232,4
24056286,3
21039589,5
15807611,2
9870182,0
21922382,1
16500443,2
22156574,5
7829007,4
33751388,3
7629288,5
22133696,2
32121236,1
2828059,1
2041978,5
22251169,0
15258017,5
26187054,3
14258702,4
31949339,4
38679516,3
27194710,1
29847082,1
27959962,2
25914854,5
19261392,1
25490432,5
21640880,5
25455067,1
27790357,1
8449454,3
19169352,3
29743523,1
33657182,3
4295799,3
39084519,1
25720742,5
35540265,4
15947517,2
10475448,5
22878113,1
16022579,4
35984404,4
26876438,5
10018679,3
34257693,0
31795092,1
9445835,3
19527097,5
14658945,1
762764,4
24591917,3
38237598,5
1842389,4
23618728,5
29545601,2
31307014,1
38447314,3
14621224,0
2415842,4
20502312,2
21113773,3
31487381,3
16700779,0
14533936,3
32485542,0
32813162,1
30834395,4
33405490,4
28882496,4
7556499,1
32740320,5
11481618,3
24376574,1
38219558,3
28520450,5
36131003,2
8299270,5
23234436,5
37830512,1
5403138,3
37662869,5
3586295,5
35258750,1
33713501,5
24057239,5
18478240,1
35696980,4
16022245,3
2524998,1
35332978,5
16981303,3
34662173,1
37471079,3
6162823,3
36163949,4
15378537,4
38708729,0
16110968,4
27772934,4
21784116,5
11824137,5
22899536,2
34322896,5
20444155,3
15541418,1
39776675,4
37019240,1
12559778,0
12658224,4
30380551,1
39214277,4
29973598,5
26642433,3
36152287,3
4098197,4
36894878,0
11059203,2
39792641,4
1364583,0
6912867,4
12289861,4
2743070,5
19715854,3
26352833,3
15638468,4
18117748,2
18324753,4
26762053,4
18915481,1
21285022,4
1720743,0
37579590,1
6322158,5
36091759,0
36764709,5
8590813,3
8904271,3
13209539,3
32877873,3
1325568,5
35287254,5
34957004,0
34064104,1
38808452,4
14006028,5
26683509,3
34755256,0
20136274,5
13111025,1
18838328,3
27284196,5
27990497,1
18581174,5
33929929,2
37289559,0
18883222,2
19441031,5
30293680,5
29300175,5
550804,5
19228711,5
38361224,3
4476354,0
19961071,3
39408038,1
25663653,5
23378498,4
33442872,0
5772148,3
29641616,2
17039151,2
32239077,2
17088224,4
10011302,1
34576409,5
8934530,5
5234944,0
19545979,5
15881439,4
30746167,1
25429219,5
27827503,5
16820635,3
8674426,4
20602488,3
35825289,4
36034926,0
28594000,5
31577926,4
33303952,5
21366021,0
25028105,4
27973941,4
30492313,1
6335906,5
14779216,5
10599347,5
19915264,5
20341650,5
22244837,2
36612981,4
29997186,3
4782028,3
36068943,3
34856717,3
7389109,3
29591313,4
10860774,3
25543741,0
35997393,3
35871625,1
32731554,2
32821143,3
16705670,4
28128514,5
17887503,4
35692719,4
21282039,0
38528332,3
36725130,1
35998123,2
4065085,5
14355642,5
33067867,1
26741204,1
8158536,0
39580929,0
26711396,1
26936345,3
26295092,5
14924795,0
23355661,5
17398040,5
35423366,1
8764895,5
20600527,5
14609467,3
34574351,1
21309172,2
21713148,0
28522671,1
13440956,5
34216141,3
29363697,0
31806428,0
35407893,4
21370722,5
36923265,5
37242036,4
35628640,4
11387439,2
11580789,5
9937781,3
36425234,1
23103370,1
13703295,4
29796140,3
13711187,3
31468597,3
26949091,3
18064914,1
32033557,2
38877102,1
17220997,5
37661073,1
11280464,5
34315152,0
11298909,1
29489717,0
14898089,0
26321618,1
39029632,1
22557758,0
6165819,2
5891359,5
30264461,0
23420021,0
5812318,3
902039,0
14532634,5
21392956,3
21699022,5
20262687,1
14184623,3
10110295,3
39366291,3
18245975,1
22876655,3
25856475,3
21175922,0
8063012,5
36738309,4
31388828,5
39626338,0
30405420,3
30067180,0
9914393,5
15442717,4
1181233,5
29775539,3
6649990,5
29794853,3
14850960,1
33665542,2
26527493,0
28759361,1
36386761,0
144218,1
33335937,2
12894154,4
