question_id,cluster
28086865,4
39663117,0
37259168,0
22412231,4
25090735,6
25279059,3
22719224,6
7549662,4
28233633,6
40091963,0
1366274,1
1751959,1
11596423,1
23042962,4
4638806,2
4585692,1
39397720,4
35880247,1
32969757,6
2323080,1
32535816,0
20383151,2
3610071,4
13596408,1
39970303,1
38164587,3
19094441,5
26077231,0
39066567,5
27462337,1
22865573,6
22739592,1
23785155,1
39231607,3
39518350,3
25571861,2
31614866,0
15745418,0
15900883,6
32023183,3
39549494,3
38895185,6
35792905,1
17717282,1
11040626,0
36747114,1
3695202,5
29552575,5
21058514,4
33769143,0
6239042,1
13144158,1
34278866,0
26080958,3
5834054,4
25705544,4
27542341,4
38316294,5
20110006,5
33127008,4
18596189,4
2483840,1
20803932,6
4848965,4
27056575,4
8701419,2
4690155,2
26673267,6
32463870,4
36908926,4
19472499,1
38780122,3
37015876,2
12030085,1
29859761,4
33753832,1
4676973,2
39111903,5
27177212,6
22108306,4
38792077,6
32589767,2
3402694,3
35942081,2
26753268,5
26487648,1
19338748,2
19111047,1
13980656,1
30849351,0
33655933,6
13163895,6
13356680,0
16991754,2
18380766,2
5522524,3
39521924,6
36795424,5
19665125,0
33792478,3
4054254,1
25109001,0
2631311,5
843277,4
38879470,4
32906669,1
23873048,2
31350589,1
37730751,4
11816236,1
11376381,5
36053881,0
13336798,1
20298058,3
3068408,1
21465348,0
37066402,6
34394344,1
36447378,3
5075335,1
36507334,6
25709818,5
35046142,4
38591938,0
37390827,3
32683412,4
34880137,4
27434689,4
34708972,6
7765113,6
37864425,0
6107905,1
39978375,4
4968210,6
25462305,0
35641116,4
36816386,0
34683400,4
36820171,1
26005274,4
38477881,2
10639333,0
25387745,2
40113343,4
29080279,2
26615756,6
6655724,4
38876562,3
33592626,5
29144956,3
23970227,1
5531249,0
35224978,2
6650906,4
24037441,4
12311196,1
1056675,3
24020720,4
14319771,1
5289680,6
19919987,3
22127346,6
22983523,5
10587826,6
29581718,5
21897420,3
24419845,1
28624489,6
1693945,0
17124199,3
21397455,4
16494824,6
